texto_machista,texto_inclusivo,nivel,subcategoria,pais,contexto,marcadores_linguisticos,explicacion
"No entendiste el punto llave, pues",Cuéntame más,micromachismos,mansplaining,Colombia,familia,"['entendiste' 'punto' 'llave,' 'pues']",Explicación condescendiente asumiendo ignorancia
Es más complejo de lo que piensas parcero,¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,familia,['complejo' 'piensas' 'parcero'],Explicación condescendiente asumiendo ignorancia
"Parcero, en realidad funciona diferente mi amor",Interesante perspectiva,micromachismos,mansplaining,Colombia,redes_sociales,"['parcero,' 'realidad' 'funciona' 'diferente']",Explicación condescendiente asumiendo ignorancia
"Lo que no sabes es, mi amor",Interesante perspectiva,micromachismos,mansplaining,Colombia,educativo,['sabes' 'amor'],Explicación condescendiente asumiendo ignorancia
"Déjame hacerte un dibujito, pues",¿Qué opinas?,micromachismos,mansplaining,Colombia,educativo,"['déjame' 'hacerte' 'dibujito,' 'pues']",Explicación condescendiente asumiendo ignorancia
"Uy, te lo voy a poner simple",Cuéntame más,micromachismos,mansplaining,Colombia,laboral,['poner' 'simple'],Explicación condescendiente asumiendo ignorancia
"Llave, no entendiste el punto",¿Qué opinas?,micromachismos,mansplaining,Colombia,laboral,"['llave,' 'entendiste' 'punto']",Explicación condescendiente asumiendo ignorancia
"Déjame explicarte algo básico, llave",¿Qué opinas?,micromachismos,mansplaining,Colombia,pareja,"['déjame' 'explicarte' 'algo' 'básico,']",Explicación condescendiente asumiendo ignorancia
"Es más complejo de lo que piensas, así que",Cuéntame más,micromachismos,mansplaining,Colombia,citas,"['complejo' 'piensas,']",Explicación condescendiente asumiendo ignorancia
"Mijo, déjame hacerte un dibujito, mira",¿Qué opinas?,micromachismos,mansplaining,Colombia,calle,"['mijo,' 'déjame' 'hacerte' 'dibujito,']",Explicación condescendiente asumiendo ignorancia
"Parcero, te lo simplifico mi amor",Interesante perspectiva,micromachismos,mansplaining,Colombia,social,"['parcero,' 'simplifico' 'amor']",Explicación condescendiente asumiendo ignorancia
"Lo que no sabes es, parce",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,familia,['sabes' 'parce'],Explicación condescendiente asumiendo ignorancia
"Te lo simplifico, parce",Interesante perspectiva,micromachismos,mansplaining,Colombia,redes_sociales,"['simplifico,' 'parce']",Explicación condescendiente asumiendo ignorancia
"Déjame hacerte un dibujito, llave",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,familia,"['déjame' 'hacerte' 'dibujito,' 'llave']",Explicación condescendiente asumiendo ignorancia
"Mijo, no es exactamente así",¿Qué opinas?,micromachismos,mansplaining,Colombia,laboral,"['mijo,' 'exactamente']",Explicación condescendiente asumiendo ignorancia
"Parcero, te falta contexto",Cuéntame más,micromachismos,mansplaining,Colombia,redes_sociales,"['parcero,' 'falta' 'contexto']",Explicación condescendiente asumiendo ignorancia
Permíteme aclararte llave,Cuéntame más,micromachismos,mansplaining,Colombia,citas,['permíteme' 'aclararte' 'llave'],Explicación condescendiente asumiendo ignorancia
"Mi amor, te lo voy a poner simple, mi amor",Cuéntame más,micromachismos,mansplaining,Colombia,laboral,"['amor,' 'poner' 'simple,' 'amor']",Explicación condescendiente asumiendo ignorancia
"Llave, te falta contexto",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,redes_sociales,"['llave,' 'falta' 'contexto']",Explicación condescendiente asumiendo ignorancia
"Parce, en realidad funciona diferente",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,familia,"['parce,' 'realidad' 'funciona' 'diferente']",Explicación condescendiente asumiendo ignorancia
"No entiendes la lógica, uy",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,pareja,"['entiendes' 'lógica,']",Explicación condescendiente asumiendo ignorancia
"No es exactamente así llave, así que",¿Qué opinas?,micromachismos,mansplaining,Colombia,laboral,"['exactamente' 'llave,']",Explicación condescendiente asumiendo ignorancia
"Te falta contexto, mi amor",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,citas,"['falta' 'contexto,' 'amor']",Explicación condescendiente asumiendo ignorancia
"Permíteme aclararte parcero, pues",Cuéntame más,micromachismos,mansplaining,Colombia,educativo,"['permíteme' 'aclararte' 'parcero,' 'pues']",Explicación condescendiente asumiendo ignorancia
"Es más complejo de lo que piensas, pues",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,pareja,"['complejo' 'piensas,' 'pues']",Explicación condescendiente asumiendo ignorancia
"No entendiste el punto, mi amor",¿Qué opinas?,micromachismos,mansplaining,Colombia,educativo,"['entendiste' 'punto,' 'amor']",Explicación condescendiente asumiendo ignorancia
Déjame explicarte algo básico parcero,¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,educativo,['déjame' 'explicarte' 'algo' 'básico'],Explicación condescendiente asumiendo ignorancia
"Uy, permíteme aclararte, así que parcero",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,pareja,"['permíteme' 'aclararte,' 'parcero']",Explicación condescendiente asumiendo ignorancia
"Parcero, no entendiste el punto, uy",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,social,"['parcero,' 'entendiste' 'punto,']",Explicación condescendiente asumiendo ignorancia
"Parcero, es más complejo de lo que piensas, entonces",Interesante perspectiva,micromachismos,mansplaining,Colombia,redes_sociales,"['parcero,' 'complejo' 'piensas,' 'entonces']",Explicación condescendiente asumiendo ignorancia
"Parce, te lo simplifico, uy",Interesante perspectiva,micromachismos,mansplaining,Colombia,pareja,"['parce,' 'simplifico,']",Explicación condescendiente asumiendo ignorancia
"Mijo, lo que no sabes es",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,pareja,"['mijo,' 'sabes']",Explicación condescendiente asumiendo ignorancia
"Parce, permíteme aclararte",Cuéntame más,micromachismos,mansplaining,Colombia,laboral,"['parce,' 'permíteme' 'aclararte']",Explicación condescendiente asumiendo ignorancia
Déjame explicarte algo básico parce,¿Qué opinas?,micromachismos,mansplaining,Colombia,citas,['déjame' 'explicarte' 'algo' 'básico'],Explicación condescendiente asumiendo ignorancia
"Parce, lo que realmente pasa es, porque",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,social,"['parce,' 'realmente' 'pasa' 'porque']",Explicación condescendiente asumiendo ignorancia
"Mi amor, lo que realmente pasa es parcero",Cuéntame más,micromachismos,mansplaining,Colombia,social,"['amor,' 'realmente' 'pasa' 'parcero']",Explicación condescendiente asumiendo ignorancia
"Uy, déjame explicarte algo básico parce",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,familia,['déjame' 'explicarte' 'algo' 'básico'],Explicación condescendiente asumiendo ignorancia
"En realidad funciona diferente, o sea",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,calle,"['realidad' 'funciona' 'diferente,']",Explicación condescendiente asumiendo ignorancia
"Lo que realmente pasa es, parce",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,citas,['realmente' 'pasa' 'parce'],Explicación condescendiente asumiendo ignorancia
"Permíteme aclararte, o sea parcero",¿Qué opinas?,micromachismos,mansplaining,Colombia,laboral,"['permíteme' 'aclararte,' 'parcero']",Explicación condescendiente asumiendo ignorancia
"Te falta contexto, o sea",¿Qué opinas?,micromachismos,mansplaining,Colombia,citas,"['falta' 'contexto,']",Explicación condescendiente asumiendo ignorancia
"Mi amor, déjame explicarte algo básico, o sea",¿Qué opinas?,micromachismos,mansplaining,Colombia,redes_sociales,"['amor,' 'déjame' 'explicarte' 'algo']",Explicación condescendiente asumiendo ignorancia
"Mi amor, te lo voy a poner simple",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,educativo,"['amor,' 'poner' 'simple']",Explicación condescendiente asumiendo ignorancia
Lo que realmente pasa es llave,Interesante perspectiva,micromachismos,mansplaining,Colombia,familia,['realmente' 'pasa' 'llave'],Explicación condescendiente asumiendo ignorancia
"Déjame corregirte, porque",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,pareja,"['déjame' 'corregirte,' 'porque']",Explicación condescendiente asumiendo ignorancia
"No es exactamente así, parce",Interesante perspectiva,micromachismos,mansplaining,Colombia,familia,"['exactamente' 'así,' 'parce']",Explicación condescendiente asumiendo ignorancia
"Mi amor, te lo voy a poner simple llave",Interesante perspectiva,micromachismos,mansplaining,Colombia,calle,"['amor,' 'poner' 'simple' 'llave']",Explicación condescendiente asumiendo ignorancia
"Parce, no entiendes el concepto",Interesante perspectiva,micromachismos,mansplaining,Colombia,pareja,"['parce,' 'entiendes' 'concepto']",Explicación condescendiente asumiendo ignorancia
"Mijo, en realidad funciona diferente parcero",Cuéntame más,micromachismos,mansplaining,Colombia,calle,"['mijo,' 'realidad' 'funciona' 'diferente']",Explicación condescendiente asumiendo ignorancia
"Mijo, no entiendes el concepto mi amor",Cuéntame más,micromachismos,mansplaining,Colombia,citas,"['mijo,' 'entiendes' 'concepto' 'amor']",Explicación condescendiente asumiendo ignorancia
"Parce, en realidad funciona diferente parce",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,laboral,"['parce,' 'realidad' 'funciona' 'diferente']",Explicación condescendiente asumiendo ignorancia
"Déjame corregirte, parce",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,familia,"['déjame' 'corregirte,' 'parce']",Explicación condescendiente asumiendo ignorancia
"Parcero, te lo voy a poner simple",Interesante perspectiva,micromachismos,mansplaining,Colombia,educativo,"['parcero,' 'poner' 'simple']",Explicación condescendiente asumiendo ignorancia
"Lo que no sabes es, parce, ya que",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,calle,"['sabes' 'parce,']",Explicación condescendiente asumiendo ignorancia
"Déjame explicarte algo básico, pues",Cuéntame más,micromachismos,mansplaining,Colombia,familia,"['déjame' 'explicarte' 'algo' 'básico,']",Explicación condescendiente asumiendo ignorancia
"Mijo, es más complejo de lo que piensas, ya que",¿Qué opinas?,micromachismos,mansplaining,Colombia,pareja,"['mijo,' 'complejo' 'piensas,']",Explicación condescendiente asumiendo ignorancia
Lo que no sabes es parce,¿Qué opinas?,micromachismos,mansplaining,Colombia,laboral,['sabes' 'parce'],Explicación condescendiente asumiendo ignorancia
"Llave, lo que no sabes es uy",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,pareja,"['llave,' 'sabes']",Explicación condescendiente asumiendo ignorancia
"Uy, déjame explicarte algo básico, uy, así que",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,laboral,"['déjame' 'explicarte' 'algo' 'básico,']",Explicación condescendiente asumiendo ignorancia
"Llave, en realidad funciona diferente parce",¿Qué opinas?,micromachismos,mansplaining,Colombia,educativo,"['llave,' 'realidad' 'funciona' 'diferente']",Explicación condescendiente asumiendo ignorancia
Es más complejo de lo que piensas llave,¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,citas,['complejo' 'piensas' 'llave'],Explicación condescendiente asumiendo ignorancia
Te lo voy a poner simple mi amor,Cuéntame más,micromachismos,mansplaining,Colombia,social,['poner' 'simple' 'amor'],Explicación condescendiente asumiendo ignorancia
"No es exactamente así, porque",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,pareja,"['exactamente' 'así,' 'porque']",Explicación condescendiente asumiendo ignorancia
"Parcero, lo que no sabes es, uy",Interesante perspectiva,micromachismos,mansplaining,Colombia,familia,"['parcero,' 'sabes']",Explicación condescendiente asumiendo ignorancia
"Parcero, es más complejo de lo que piensas, parcero",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,educativo,"['parcero,' 'complejo' 'piensas,' 'parcero']",Explicación condescendiente asumiendo ignorancia
"No es exactamente así, mi amor",Interesante perspectiva,micromachismos,mansplaining,Colombia,familia,"['exactamente' 'así,' 'amor']",Explicación condescendiente asumiendo ignorancia
"No entendiste el punto, llave",Cuéntame más,micromachismos,mansplaining,Colombia,calle,"['entendiste' 'punto,' 'llave']",Explicación condescendiente asumiendo ignorancia
"Mijo, no entiendes la lógica, porque",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,laboral,"['mijo,' 'entiendes' 'lógica,' 'porque']",Explicación condescendiente asumiendo ignorancia
"Mijo, déjame corregirte mi amor",¿Podrías explicar tu enfoque?,micromachismos,mansplaining,Colombia,redes_sociales,"['mijo,' 'déjame' 'corregirte' 'amor']",Explicación condescendiente asumiendo ignorancia
"Déjame explicarte algo básico, mira",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,educativo,"['déjame' 'explicarte' 'algo' 'básico,']",Explicación condescendiente asumiendo ignorancia
"Te lo simplifico, mira",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,calle,"['simplifico,' 'mira']",Explicación condescendiente asumiendo ignorancia
"Llave, no entiendes el concepto mi amor",¿Qué opinas?,micromachismos,mansplaining,Colombia,pareja,"['llave,' 'entiendes' 'concepto' 'amor']",Explicación condescendiente asumiendo ignorancia
"Mijo, es más complejo de lo que piensas, mijo",Cuéntame más,micromachismos,mansplaining,Colombia,educativo,"['mijo,' 'complejo' 'piensas,' 'mijo']",Explicación condescendiente asumiendo ignorancia
"Mi amor, lo que no sabes es, porque",Interesante perspectiva,micromachismos,mansplaining,Colombia,social,"['amor,' 'sabes' 'porque']",Explicación condescendiente asumiendo ignorancia
"Parce, déjame hacerte un dibujito",¿Qué opinas?,micromachismos,mansplaining,Colombia,citas,"['parce,' 'déjame' 'hacerte' 'dibujito']",Explicación condescendiente asumiendo ignorancia
"Uy, no entiendes el concepto",Interesante perspectiva,micromachismos,mansplaining,Colombia,pareja,['entiendes' 'concepto'],Explicación condescendiente asumiendo ignorancia
"Mijo, déjame hacerte un dibujito",¿Cómo ves el tema?,micromachismos,mansplaining,Colombia,calle,"['mijo,' 'déjame' 'hacerte' 'dibujito']",Explicación condescendiente asumiendo ignorancia
"Mijo, no entiendes la lógica, mijo",¿Qué opinas?,micromachismos,mansplaining,Colombia,educativo,"['mijo,' 'entiendes' 'lógica,' 'mijo']",Explicación condescendiente asumiendo ignorancia
"Parce, no entendiste el punto parce",¿Qué opinas?,micromachismos,mansplaining,Colombia,calle,"['parce,' 'entendiste' 'punto' 'parce']",Explicación condescendiente asumiendo ignorancia
"Es más complejo de lo que piensas, parce",¿Qué opinas?,micromachismos,mansplaining,Colombia,citas,"['complejo' 'piensas,' 'parce']",Explicación condescendiente asumiendo ignorancia
"Lo que realmente pasa es, llave",¿Cómo llegaste a esa conclusión?,micromachismos,mansplaining,Colombia,educativo,['realmente' 'pasa' 'llave'],Explicación condescendiente asumiendo ignorancia
"Mijo, te falta contexto, uy",Interesante perspectiva,micromachismos,mansplaining,Colombia,social,"['mijo,' 'falta' 'contexto,']",Explicación condescendiente asumiendo ignorancia
